emp_id	date_of_joining	quarter_of_joining	half_of_joining	year_of_joining	month_of_joining	month_name_of_joining	short_month	day_of_joining	dow_of_joining	short_dow	age_in_company_years
155281	10/21/2009	Q4	H2	2009	10	October	Oct	21	Wednesday	Wed	7.77
258503	7/31/2011	Q3	H2	2011	7	July	Jul	31	Sunday	Sun	6.0
785299	12/10/2004	Q4	H2	2004	12	December	Dec	10	Friday	Fri	12.64
122404	5/26/2017	Q2	H1	2017	5	May	May	26	Friday	Fri	0.17
235695	4/15/2014	Q2	H1	2014	4	April	Apr	15	Tuesday	Tue	3.29
793908	6/3/2006	Q2	H1	2006	6	June	Jun	3	Saturday	Sat	11.16
276718	11/24/2008	Q4	H2	2008	11	November	Nov	24	Monday	Mon	8.68
832849	6/25/2011	Q2	H1	2011	6	June	Jun	25	Saturday	Sat	6.1
633556	8/15/2005	Q3	H2	2005	8	August	Aug	15	Monday	Mon	11.96
267237	1/24/2014	Q1	H1	2014	1	January	Jan	24	Friday	Fri	3.51
248995	12/1/1980	Q4	H2	1980	12	December	Dec	1	Monday	Mon	36.68
128445	8/5/1988	Q3	H2	1988	8	August	Aug	5	Friday	Fri	29.0
507021	10/8/2003	Q4	H2	2003	10	October	Oct	8	Wednesday	Wed	13.81
777845	12/29/1986	Q4	H2	1986	12	December	Dec	29	Monday	Mon	30.6
384200	3/7/2013	Q1	H1	2013	3	March	Mar	7	Thursday	Thu	4.39
918423	2/24/2016	Q1	H1	2016	2	February	Feb	24	Wednesday	Wed	1.42
910679	9/27/2016	Q3	H2	2016	9	September	Sep	27	Tuesday	Tue	0.83
330691	5/27/2017	Q2	H1	2017	5	May	May	27	Saturday	Sat	0.17
641105	7/23/2010	Q3	H2	2010	7	July	Jul	23	Friday	Fri	7.02
246859	7/2/2015	Q3	H2	2015	7	July	Jul	2	Thursday	Thu	2.07
724523	6/5/2017	Q2	H1	2017	6	June	Jun	5	Monday	Mon	0.15
571857	2/14/2014	Q1	H1	2014	2	February	Feb	14	Friday	Fri	3.45
257045	8/14/2011	Q3	H2	2011	8	August	Aug	14	Sunday	Sun	5.96
447603	6/10/2007	Q2	H1	2007	6	June	Jun	10	Sunday	Sun	10.14
329907	4/15/2015	Q2	H1	2015	4	April	Apr	15	Wednesday	Wed	2.29
664274	11/14/2005	Q4	H2	2005	11	November	Nov	14	Monday	Mon	11.71
804129	7/3/2005	Q3	H2	2005	7	July	Jul	3	Sunday	Sun	12.08
658883	9/26/2012	Q3	H2	2012	9	September	Sep	26	Wednesday	Wed	4.84
909012	12/10/2012	Q4	H2	2012	12	December	Dec	10	Monday	Mon	4.63
967670	8/16/2001	Q3	H2	2001	8	August	Aug	16	Thursday	Thu	15.96
195604	7/23/2015	Q3	H2	2015	7	July	Jul	23	Thursday	Thu	2.02
474088	2/5/2017	Q1	H1	2017	2	February	Feb	5	Sunday	Sun	0.47
892686	9/1/2016	Q3	H2	2016	9	September	Sep	1	Thursday	Thu	0.9
428318	5/28/1994	Q2	H1	1994	5	May	May	28	Saturday	Sat	23.18
169307	5/18/2000	Q2	H1	2000	5	May	May	18	Thursday	Thu	17.21
945089	10/11/2006	Q4	H2	2006	10	October	Oct	11	Wednesday	Wed	10.8
867253	12/13/2004	Q4	H2	2004	12	December	Dec	13	Monday	Mon	12.63
621804	10/8/2013	Q4	H2	2013	10	October	Oct	8	Tuesday	Tue	3.81
720687	3/8/2008	Q1	H1	2008	3	March	Mar	8	Saturday	Sat	9.39
824401	9/11/2012	Q3	H2	2012	9	September	Sep	11	Tuesday	Tue	4.88
645867	1/19/2016	Q1	H1	2016	1	January	Jan	19	Tuesday	Tue	1.52
889480	1/20/2012	Q1	H1	2012	1	January	Jan	20	Friday	Fri	5.52
138632	11/5/1998	Q4	H2	1998	11	November	Nov	5	Thursday	Thu	18.74
961282	9/26/2012	Q3	H2	2012	9	September	Sep	26	Wednesday	Wed	4.84
455748	11/19/2016	Q4	H2	2016	11	November	Nov	19	Saturday	Sat	0.69
999422	12/27/2016	Q4	H2	2016	12	December	Dec	27	Tuesday	Tue	0.58
723025	2/27/1998	Q1	H1	1998	2	February	Feb	27	Friday	Fri	19.43
665127	9/26/2014	Q3	H2	2014	9	September	Sep	26	Friday	Fri	2.84
148988	4/25/2016	Q2	H1	2016	4	April	Apr	25	Monday	Mon	1.26
669090	12/23/2008	Q4	H2	2008	12	December	Dec	23	Tuesday	Tue	8.6
961962	5/31/2013	Q2	H1	2013	5	May	May	31	Friday	Fri	4.16
990660	3/12/2003	Q1	H1	2003	3	March	Mar	12	Wednesday	Wed	14.39
176800	1/22/2009	Q1	H1	2009	1	January	Jan	22	Thursday	Thu	8.52
578410	10/1/2009	Q4	H2	2009	10	October	Oct	1	Thursday	Thu	7.83
962291	5/18/2007	Q2	H1	2007	5	May	May	18	Friday	Fri	10.2
595397	2/8/2015	Q1	H1	2015	2	February	Feb	8	Sunday	Sun	2.47
597144	5/20/2005	Q2	H1	2005	5	May	May	20	Friday	Fri	12.2
232124	6/3/2005	Q2	H1	2005	6	June	Jun	3	Friday	Fri	12.16
811736	4/1/2015	Q2	H1	2015	4	April	Apr	1	Wednesday	Wed	2.33
555547	2/28/2014	Q1	H1	2014	2	February	Feb	28	Friday	Fri	3.41
544313	11/25/2006	Q4	H2	2006	11	November	Nov	25	Saturday	Sat	10.68
780592	9/9/2007	Q3	H2	2007	9	September	Sep	9	Sunday	Sun	9.89
708952	12/5/2014	Q4	H2	2014	12	December	Dec	5	Friday	Fri	2.65
933860	11/5/1992	Q4	H2	1992	11	November	Nov	5	Thursday	Thu	24.74
616542	3/7/2012	Q1	H1	2012	3	March	Mar	7	Wednesday	Wed	5.39
203824	2/1/2017	Q1	H1	2017	2	February	Feb	1	Wednesday	Wed	0.48
811224	12/14/2010	Q4	H2	2010	12	December	Dec	14	Tuesday	Tue	6.62
920425	5/21/2013	Q2	H1	2013	5	May	May	21	Tuesday	Tue	4.19
289702	3/9/2017	Q1	H1	2017	3	March	Mar	9	Thursday	Thu	0.39
556883	9/20/2014	Q3	H2	2014	9	September	Sep	20	Saturday	Sat	2.85
354626	2/12/2017	Q1	H1	2017	2	February	Feb	12	Sunday	Sun	0.45
418367	1/5/2017	Q1	H1	2017	1	January	Jan	5	Thursday	Thu	0.56
377842	4/23/2016	Q2	H1	2016	4	April	Apr	23	Saturday	Sat	1.26
629094	10/26/2012	Q4	H2	2012	10	October	Oct	26	Friday	Fri	4.76
692855	8/31/1996	Q3	H2	1996	8	August	Aug	31	Saturday	Sat	20.92
311454	12/21/1984	Q4	H2	1984	12	December	Dec	21	Friday	Fri	32.62
800814	2/13/2009	Q1	H1	2009	2	February	Feb	13	Friday	Fri	8.46
638960	5/27/2008	Q2	H1	2008	5	May	May	27	Tuesday	Tue	9.18
331003	4/11/2006	Q2	H1	2006	4	April	Apr	11	Tuesday	Tue	11.3
843999	1/26/2003	Q1	H1	2003	1	January	Jan	26	Sunday	Sun	14.51
743176	9/17/2007	Q3	H2	2007	9	September	Sep	17	Monday	Mon	9.87
580369	10/23/1980	Q4	H2	1980	10	October	Oct	23	Thursday	Thu	36.79
255121	8/30/2009	Q3	H2	2009	8	August	Aug	30	Sunday	Sun	7.92
449528	7/17/2002	Q3	H2	2002	7	July	Jul	17	Wednesday	Wed	15.04
683424	2/13/2013	Q1	H1	2013	2	February	Feb	13	Wednesday	Wed	4.45
624693	5/5/2017	Q2	H1	2017	5	May	May	5	Friday	Fri	0.23
960488	4/2/2012	Q2	H1	2012	4	April	Apr	2	Monday	Mon	5.32
689215	10/17/2011	Q4	H2	2011	10	October	Oct	17	Monday	Mon	5.78
120513	12/3/1999	Q4	H2	1999	12	December	Dec	3	Friday	Fri	17.66
975677	6/26/1996	Q2	H1	1996	6	June	Jun	26	Wednesday	Wed	21.1
719968	10/28/2012	Q4	H2	2012	10	October	Oct	28	Sunday	Sun	4.75
505704	10/24/2016	Q4	H2	2016	10	October	Oct	24	Monday	Mon	0.76
595739	5/26/1998	Q2	H1	1998	5	May	May	26	Tuesday	Tue	19.19
525537	1/17/1981	Q1	H1	1981	1	January	Jan	17	Saturday	Sat	36.55
432164	12/14/2015	Q4	H2	2015	12	December	Dec	14	Monday	Mon	1.62
382832	12/6/2005	Q4	H2	2005	12	December	Dec	6	Tuesday	Tue	11.65
240095	1/27/2014	Q1	H1	2014	1	January	Jan	27	Monday	Mon	3.5
375113	1/21/1999	Q1	H1	1999	1	January	Jan	21	Thursday	Thu	18.53
179369	11/8/2015	Q4	H2	2015	11	November	Nov	8	Sunday	Sun	1.72
392276	6/24/2017	Q2	H1	2017	6	June	Jun	24	Saturday	Sat	0.09
862696	5/11/2010	Q2	H1	2010	5	May	May	11	Tuesday	Tue	7.22
456720	11/9/2002	Q4	H2	2002	11	November	Nov	9	Saturday	Sat	14.73
764000	10/11/2014	Q4	H2	2014	10	October	Oct	11	Saturday	Sat	2.8
837642	8/11/2007	Q3	H2	2007	8	August	Aug	11	Saturday	Sat	9.97
964644	10/17/1985	Q4	H2	1985	10	October	Oct	17	Thursday	Thu	31.8
233136	3/20/2004	Q1	H1	2004	3	March	Mar	20	Saturday	Sat	13.36
809563	1/31/2016	Q1	H1	2016	1	January	Jan	31	Sunday	Sun	1.49
444994	2/25/2015	Q1	H1	2015	2	February	Feb	25	Wednesday	Wed	2.42
800895	12/15/2009	Q4	H2	2009	12	December	Dec	15	Tuesday	Tue	7.62
507391	4/4/2001	Q2	H1	2001	4	April	Apr	4	Wednesday	Wed	16.33
711579	4/21/1994	Q2	H1	1994	4	April	Apr	21	Thursday	Thu	23.28
960399	3/2/2003	Q1	H1	2003	3	March	Mar	2	Sunday	Sun	14.42
175409	9/20/2012	Q3	H2	2012	9	September	Sep	20	Thursday	Thu	4.85
779981	12/31/1999	Q4	H2	1999	12	December	Dec	31	Friday	Fri	17.59
171693	7/24/2015	Q3	H2	2015	7	July	Jul	24	Friday	Fri	2.01
171318	12/12/2006	Q4	H2	2006	12	December	Dec	12	Tuesday	Tue	10.63
368823	5/4/2006	Q2	H1	2006	5	May	May	4	Thursday	Thu	11.24
852129	2/6/2010	Q1	H1	2010	2	February	Feb	6	Saturday	Sat	7.48
420941	6/15/1993	Q2	H1	1993	6	June	Jun	15	Tuesday	Tue	24.13
594081	11/27/2012	Q4	H2	2012	11	November	Nov	27	Tuesday	Tue	4.67
715038	5/31/2017	Q2	H1	2017	5	May	May	31	Wednesday	Wed	0.16
929644	8/5/2008	Q3	H2	2008	8	August	Aug	5	Tuesday	Tue	8.98
806810	6/3/2013	Q2	H1	2013	6	June	Jun	3	Monday	Mon	4.15
335168	12/10/2013	Q4	H2	2013	12	December	Dec	10	Tuesday	Tue	3.63
517673	4/13/2017	Q2	H1	2017	4	April	Apr	13	Thursday	Thu	0.29
815380	11/4/2006	Q4	H2	2006	11	November	Nov	4	Saturday	Sat	10.74
893080	8/28/2005	Q3	H2	2005	8	August	Aug	28	Sunday	Sun	11.92
895681	9/18/2014	Q3	H2	2014	9	September	Sep	18	Thursday	Thu	2.86
664863	11/15/2002	Q4	H2	2002	11	November	Nov	15	Friday	Fri	14.71
150291	1/5/2007	Q1	H1	2007	1	January	Jan	5	Friday	Fri	10.57
788025	2/22/2008	Q1	H1	2008	2	February	Feb	22	Friday	Fri	9.44
892171	10/10/2012	Q4	H2	2012	10	October	Oct	10	Wednesday	Wed	4.8
744163	5/14/1998	Q2	H1	1998	5	May	May	14	Thursday	Thu	19.22
787060	6/11/2017	Q2	H1	2017	6	June	Jun	11	Sunday	Sun	0.13
946275	7/11/2016	Q3	H2	2016	7	July	Jul	11	Monday	Mon	1.05
265981	11/20/1994	Q4	H2	1994	11	November	Nov	20	Sunday	Sun	22.7
475292	7/18/2012	Q3	H2	2012	7	July	Jul	18	Wednesday	Wed	5.03
460504	11/13/2011	Q4	H2	2011	11	November	Nov	13	Sunday	Sun	5.71
777314	11/28/2009	Q4	H2	2009	11	November	Nov	28	Saturday	Sat	7.67
285017	11/5/2010	Q4	H2	2010	11	November	Nov	5	Friday	Fri	6.73
218650	9/10/1997	Q3	H2	1997	9	September	Sep	10	Wednesday	Wed	19.89
620653	3/27/1998	Q1	H1	1998	3	March	Mar	27	Friday	Fri	19.35
447904	8/20/2007	Q3	H2	2007	8	August	Aug	20	Monday	Mon	9.95
434599	9/7/2015	Q3	H2	2015	9	September	Sep	7	Monday	Mon	1.89
556895	5/21/2007	Q2	H1	2007	5	May	May	21	Monday	Mon	10.19
304429	9/25/2004	Q3	H2	2004	9	September	Sep	25	Saturday	Sat	12.85
658898	10/17/1990	Q4	H2	1990	10	October	Oct	17	Wednesday	Wed	26.8
551340	7/15/2016	Q3	H2	2016	7	July	Jul	15	Friday	Fri	1.04
285675	6/16/2008	Q2	H1	2008	6	June	Jun	16	Monday	Mon	9.12
653086	2/27/2002	Q1	H1	2002	2	February	Feb	27	Wednesday	Wed	15.42
131132	2/13/2016	Q1	H1	2016	2	February	Feb	13	Saturday	Sat	1.45
562718	5/29/1995	Q2	H1	1995	5	May	May	29	Monday	Mon	22.18
813411	8/31/2009	Q3	H2	2009	8	August	Aug	31	Monday	Mon	7.91
826295	3/22/2007	Q1	H1	2007	3	March	Mar	22	Thursday	Thu	10.36
468324	11/15/2014	Q4	H2	2014	11	November	Nov	15	Saturday	Sat	2.7
963926	11/14/1994	Q4	H2	1994	11	November	Nov	14	Monday	Mon	22.72
853597	3/10/2016	Q1	H1	2016	3	March	Mar	10	Thursday	Thu	1.38
281863	5/28/2000	Q2	H1	2000	5	May	May	28	Sunday	Sun	17.18
330779	6/23/2010	Q2	H1	2010	6	June	Jun	23	Wednesday	Wed	7.1
359037	5/6/2009	Q2	H1	2009	5	May	May	6	Wednesday	Wed	8.23
404516	12/12/2014	Q4	H2	2014	12	December	Dec	12	Friday	Fri	2.63
521534	6/24/2003	Q2	H1	2003	6	June	Jun	24	Tuesday	Tue	14.1
117823	8/22/2015	Q3	H2	2015	8	August	Aug	22	Saturday	Sat	1.93
204312	2/7/2009	Q1	H1	2009	2	February	Feb	7	Saturday	Sat	8.47
123854	10/2/2009	Q4	H2	2009	10	October	Oct	2	Friday	Fri	7.82
622423	9/25/2016	Q3	H2	2016	9	September	Sep	25	Sunday	Sun	0.84
422887	11/18/1994	Q4	H2	1994	11	November	Nov	18	Friday	Fri	22.71
703906	9/24/1982	Q3	H2	1982	9	September	Sep	24	Friday	Fri	34.87
607978	12/7/2013	Q4	H2	2013	12	December	Dec	7	Saturday	Sat	3.64
720955	3/10/2000	Q1	H1	2000	3	March	Mar	10	Friday	Fri	17.39
893055	2/1/2017	Q1	H1	2017	2	February	Feb	1	Wednesday	Wed	0.48
337405	5/28/2011	Q2	H1	2011	5	May	May	28	Saturday	Sat	6.17
576084	7/13/2012	Q3	H2	2012	7	July	Jul	13	Friday	Fri	5.04
150830	12/6/2007	Q4	H2	2007	12	December	Dec	6	Thursday	Thu	9.65
735648	10/27/2009	Q4	H2	2009	10	October	Oct	27	Tuesday	Tue	7.76
908317	6/8/2012	Q2	H1	2012	6	June	Jun	8	Friday	Fri	5.14
709183	7/27/2017	Q3	H2	2017	7	July	Jul	27	Thursday	Thu	0.0
608617	4/21/2015	Q2	H1	2015	4	April	Apr	21	Tuesday	Tue	2.27
262221	4/26/2016	Q2	H1	2016	4	April	Apr	26	Tuesday	Tue	1.25
424085	2/18/2000	Q1	H1	2000	2	February	Feb	18	Friday	Fri	17.45
386598	4/4/2009	Q2	H1	2009	4	April	Apr	4	Saturday	Sat	8.32
779198	4/6/2010	Q2	H1	2010	4	April	Apr	6	Tuesday	Tue	7.32
853054	8/27/2009	Q3	H2	2009	8	August	Aug	27	Thursday	Thu	7.92
171248	4/15/2008	Q2	H1	2008	4	April	Apr	15	Tuesday	Tue	9.29
479143	12/30/2003	Q4	H2	2003	12	December	Dec	30	Tuesday	Tue	13.59
559387	9/9/1998	Q3	H2	1998	9	September	Sep	9	Wednesday	Wed	18.9
872725	4/14/1985	Q2	H1	1985	4	April	Apr	14	Sunday	Sun	32.31
399134	6/8/2007	Q2	H1	2007	6	June	Jun	8	Friday	Fri	10.15
573104	12/24/2015	Q4	H2	2015	12	December	Dec	24	Thursday	Thu	1.59
159144	8/13/2014	Q3	H2	2014	8	August	Aug	13	Wednesday	Wed	2.96
592815	8/7/2013	Q3	H2	2013	8	August	Aug	7	Wednesday	Wed	3.98
555040	10/25/2010	Q4	H2	2010	10	October	Oct	25	Monday	Mon	6.76
887330	6/9/2000	Q2	H1	2000	6	June	Jun	9	Friday	Fri	17.15
861085	11/13/2011	Q4	H2	2011	11	November	Nov	13	Sunday	Sun	5.71
632542	9/7/2012	Q3	H2	2012	9	September	Sep	7	Friday	Fri	4.89
244644	6/3/2001	Q2	H1	2001	6	June	Jun	3	Sunday	Sun	16.16
768566	5/14/2017	Q2	H1	2017	5	May	May	14	Sunday	Sun	0.21
134384	7/23/2010	Q3	H2	2010	7	July	Jul	23	Friday	Fri	7.02
975513	6/30/2003	Q2	H1	2003	6	June	Jun	30	Monday	Mon	14.09
350845	4/23/2017	Q2	H1	2017	4	April	Apr	23	Sunday	Sun	0.26
259321	4/27/2017	Q2	H1	2017	4	April	Apr	27	Thursday	Thu	0.25
349248	7/4/2017	Q3	H2	2017	7	July	Jul	4	Tuesday	Tue	0.07
123873	1/18/2013	Q1	H1	2013	1	January	Jan	18	Friday	Fri	4.53
278066	5/20/2016	Q2	H1	2016	5	May	May	20	Friday	Fri	1.19
609813	1/26/2006	Q1	H1	2006	1	January	Jan	26	Thursday	Thu	11.51
348481	6/5/2017	Q2	H1	2017	6	June	Jun	5	Monday	Mon	0.15
859051	12/25/2004	Q4	H2	2004	12	December	Dec	25	Saturday	Sat	12.6
113693	3/5/1986	Q1	H1	1986	3	March	Mar	5	Wednesday	Wed	31.42
936895	6/6/2017	Q2	H1	2017	6	June	Jun	6	Tuesday	Tue	0.14
879087	1/28/2011	Q1	H1	2011	1	January	Jan	28	Friday	Fri	6.5
541431	11/20/2005	Q4	H2	2005	11	November	Nov	20	Sunday	Sun	11.69
894033	2/4/1998	Q1	H1	1998	2	February	Feb	4	Wednesday	Wed	19.49
364836	2/12/2015	Q1	H1	2015	2	February	Feb	12	Thursday	Thu	2.46
782211	9/30/2015	Q3	H2	2015	9	September	Sep	30	Wednesday	Wed	1.83
561583	9/30/2003	Q3	H2	2003	9	September	Sep	30	Tuesday	Tue	13.84
473339	7/7/2012	Q3	H2	2012	7	July	Jul	7	Saturday	Sat	5.06
437519	3/27/2017	Q1	H1	2017	3	March	Mar	27	Monday	Mon	0.34
891639	12/22/2014	Q4	H2	2014	12	December	Dec	22	Monday	Mon	2.6
700479	5/29/1992	Q2	H1	1992	5	May	May	29	Friday	Fri	25.18
920098	10/10/2012	Q4	H2	2012	10	October	Oct	10	Wednesday	Wed	4.8
726286	3/26/2017	Q1	H1	2017	3	March	Mar	26	Sunday	Sun	0.34
663421	12/25/1997	Q4	H2	1997	12	December	Dec	25	Thursday	Thu	19.6
821131	7/6/2014	Q3	H2	2014	7	July	Jul	6	Sunday	Sun	3.06
145501	9/16/2004	Q3	H2	2004	9	September	Sep	16	Thursday	Thu	12.87
290435	6/15/2015	Q2	H1	2015	6	June	Jun	15	Monday	Mon	2.12
480024	5/18/2016	Q2	H1	2016	5	May	May	18	Wednesday	Wed	1.19
113328	2/11/2003	Q1	H1	2003	2	February	Feb	11	Tuesday	Tue	14.47
781240	8/25/1999	Q3	H2	1999	8	August	Aug	25	Wednesday	Wed	17.94
312465	12/4/2002	Q4	H2	2002	12	December	Dec	4	Wednesday	Wed	14.66
550764	5/2/2015	Q2	H1	2015	5	May	May	2	Saturday	Sat	2.24
464209	4/15/1999	Q2	H1	1999	4	April	Apr	15	Thursday	Thu	18.3
457208	6/14/2006	Q2	H1	2006	6	June	Jun	14	Wednesday	Wed	11.13
991036	9/15/2016	Q3	H2	2016	9	September	Sep	15	Thursday	Thu	0.87
111692	10/18/2011	Q4	H2	2011	10	October	Oct	18	Tuesday	Tue	5.78
671330	1/30/2011	Q1	H1	2011	1	January	Jan	30	Sunday	Sun	6.5
973342	9/13/2007	Q3	H2	2007	9	September	Sep	13	Thursday	Thu	9.88
262387	4/20/2005	Q2	H1	2005	4	April	Apr	20	Wednesday	Wed	12.28
569908	7/21/2006	Q3	H2	2006	7	July	Jul	21	Friday	Fri	11.03
953744	2/1/2015	Q1	H1	2015	2	February	Feb	1	Sunday	Sun	2.49
399651	3/30/2004	Q1	H1	2004	3	March	Mar	30	Tuesday	Tue	13.34
145778	2/8/1998	Q1	H1	1998	2	February	Feb	8	Sunday	Sun	19.48
199204	9/20/2014	Q3	H2	2014	9	September	Sep	20	Saturday	Sat	2.85
766429	1/9/2005	Q1	H1	2005	1	January	Jan	9	Sunday	Sun	12.56
239713	11/28/2011	Q4	H2	2011	11	November	Nov	28	Monday	Mon	5.67
723786	1/26/2015	Q1	H1	2015	1	January	Jan	26	Monday	Mon	2.5
301138	10/7/2015	Q4	H2	2015	10	October	Oct	7	Wednesday	Wed	1.81
416890	10/27/1996	Q4	H2	1996	10	October	Oct	27	Sunday	Sun	20.76
667571	6/26/2017	Q2	H1	2017	6	June	Jun	26	Monday	Mon	0.09
166884	6/14/2006	Q2	H1	2006	6	June	Jun	14	Wednesday	Wed	11.13
640581	2/7/2015	Q1	H1	2015	2	February	Feb	7	Saturday	Sat	2.47
869258	12/5/2016	Q4	H2	2016	12	December	Dec	5	Monday	Mon	0.64
349949	10/5/1998	Q4	H2	1998	10	October	Oct	5	Monday	Mon	18.82
590746	11/12/2012	Q4	H2	2012	11	November	Nov	12	Monday	Mon	4.71
234180	12/1/2006	Q4	H2	2006	12	December	Dec	1	Friday	Fri	10.66
508042	12/14/2012	Q4	H2	2012	12	December	Dec	14	Friday	Fri	4.62
127746	8/4/2002	Q3	H2	2002	8	August	Aug	4	Sunday	Sun	14.99
635995	7/27/2012	Q3	H2	2012	7	July	Jul	27	Friday	Fri	5.01
667859	6/3/1994	Q2	H1	1994	6	June	Jun	3	Friday	Fri	23.17
958633	2/7/2014	Q1	H1	2014	2	February	Feb	7	Friday	Fri	3.47
659973	12/24/2009	Q4	H2	2009	12	December	Dec	24	Thursday	Thu	7.6
880738	11/14/2007	Q4	H2	2007	11	November	Nov	14	Wednesday	Wed	9.71
262623	5/27/2006	Q2	H1	2006	5	May	May	27	Saturday	Sat	11.18
598651	12/31/2001	Q4	H2	2001	12	December	Dec	31	Monday	Mon	15.58
464548	9/10/2015	Q3	H2	2015	9	September	Sep	10	Thursday	Thu	1.88
487110	12/13/2011	Q4	H2	2011	12	December	Dec	13	Tuesday	Tue	5.63
715999	8/26/2014	Q3	H2	2014	8	August	Aug	26	Tuesday	Tue	2.92
173346	7/26/2013	Q3	H2	2013	7	July	Jul	26	Friday	Fri	4.01
589032	8/29/2008	Q3	H2	2008	8	August	Aug	29	Friday	Fri	8.92
268040	4/6/2014	Q2	H1	2014	4	April	Apr	6	Sunday	Sun	3.31
801923	1/27/2005	Q1	H1	2005	1	January	Jan	27	Thursday	Thu	12.51
366078	5/23/1998	Q2	H1	1998	5	May	May	23	Saturday	Sat	19.19
509335	10/31/2012	Q4	H2	2012	10	October	Oct	31	Wednesday	Wed	4.74
581520	3/11/2014	Q1	H1	2014	3	March	Mar	11	Tuesday	Tue	3.38
496903	11/7/2010	Q4	H2	2010	11	November	Nov	7	Sunday	Sun	6.73
331158	2/25/1995	Q1	H1	1995	2	February	Feb	25	Saturday	Sat	22.44
243913	10/19/2014	Q4	H2	2014	10	October	Oct	19	Sunday	Sun	2.78
130386	8/22/1998	Q3	H2	1998	8	August	Aug	22	Saturday	Sat	18.95
173033	8/20/2015	Q3	H2	2015	8	August	Aug	20	Thursday	Thu	1.94
558331	11/7/2000	Q4	H2	2000	11	November	Nov	7	Tuesday	Tue	16.73
572517	6/2/2017	Q2	H1	2017	6	June	Jun	2	Friday	Fri	0.15
586963	2/24/1997	Q1	H1	1997	2	February	Feb	24	Monday	Mon	20.44
355196	7/31/2005	Q3	H2	2005	7	July	Jul	31	Sunday	Sun	12.0
536714	6/2/2015	Q2	H1	2015	6	June	Jun	2	Tuesday	Tue	2.16
186047	3/10/2007	Q1	H1	2007	3	March	Mar	10	Saturday	Sat	10.39
428084	9/19/1986	Q3	H2	1986	9	September	Sep	19	Friday	Fri	30.88
298909	8/8/2013	Q3	H2	2013	8	August	Aug	8	Thursday	Thu	3.97
635735	2/7/2017	Q1	H1	2017	2	February	Feb	7	Tuesday	Tue	0.47
162785	11/23/2006	Q4	H2	2006	11	November	Nov	23	Thursday	Thu	10.68
814122	7/10/2000	Q3	H2	2000	7	July	Jul	10	Monday	Mon	17.06
333304	3/13/2005	Q1	H1	2005	3	March	Mar	13	Sunday	Sun	12.38
529838	3/24/1990	Q1	H1	1990	3	March	Mar	24	Saturday	Sat	27.36
441221	9/14/2003	Q3	H2	2003	9	September	Sep	14	Sunday	Sun	13.88
682672	10/25/2004	Q4	H2	2004	10	October	Oct	25	Monday	Mon	12.76
246798	5/2/1995	Q2	H1	1995	5	May	May	2	Tuesday	Tue	22.25
482788	7/28/2015	Q3	H2	2015	7	July	Jul	28	Tuesday	Tue	2.0
691201	6/27/2005	Q2	H1	2005	6	June	Jun	27	Monday	Mon	12.09
629182	11/16/2009	Q4	H2	2009	11	November	Nov	16	Monday	Mon	7.7
299284	3/25/2015	Q1	H1	2015	3	March	Mar	25	Wednesday	Wed	2.35
345750	11/14/1986	Q4	H2	1986	11	November	Nov	14	Friday	Fri	30.72
113138	9/7/2014	Q3	H2	2014	9	September	Sep	7	Sunday	Sun	2.89
787761	8/15/2014	Q3	H2	2014	8	August	Aug	15	Friday	Fri	2.95
120721	1/17/2001	Q1	H1	2001	1	January	Jan	17	Wednesday	Wed	16.54
956114	7/19/2013	Q3	H2	2013	7	July	Jul	19	Friday	Fri	4.03
535054	6/26/2005	Q2	H1	2005	6	June	Jun	26	Sunday	Sun	12.1
538505	11/8/2006	Q4	H2	2006	11	November	Nov	8	Wednesday	Wed	10.73
213461	5/30/2011	Q2	H1	2011	5	May	May	30	Monday	Mon	6.17
220296	2/19/2009	Q1	H1	2009	2	February	Feb	19	Thursday	Thu	8.44
251181	10/27/2011	Q4	H2	2011	10	October	Oct	27	Thursday	Thu	5.76
781612	2/19/2009	Q1	H1	2009	2	February	Feb	19	Thursday	Thu	8.44
754804	12/8/2014	Q4	H2	2014	12	December	Dec	8	Monday	Mon	2.64
259749	6/29/2009	Q2	H1	2009	6	June	Jun	29	Monday	Mon	8.08
862841	8/14/2015	Q3	H2	2015	8	August	Aug	14	Friday	Fri	1.96
387406	7/25/2011	Q3	H2	2011	7	July	Jul	25	Monday	Mon	6.01
490568	7/31/2001	Q3	H2	2001	7	July	Jul	31	Tuesday	Tue	16.0
784277	5/29/2010	Q2	H1	2010	5	May	May	29	Saturday	Sat	7.17
833902	3/23/2000	Q1	H1	2000	3	March	Mar	23	Thursday	Thu	17.36
702625	6/8/2017	Q2	H1	2017	6	June	Jun	8	Thursday	Thu	0.14
781585	12/24/2012	Q4	H2	2012	12	December	Dec	24	Monday	Mon	4.59
304275	6/2/2015	Q2	H1	2015	6	June	Jun	2	Tuesday	Tue	2.16
843769	5/11/2016	Q2	H1	2016	5	May	May	11	Wednesday	Wed	1.21
905716	3/21/2006	Q1	H1	2006	3	March	Mar	21	Tuesday	Tue	11.36
211661	5/13/1997	Q2	H1	1997	5	May	May	13	Tuesday	Tue	20.22
501440	12/28/2011	Q4	H2	2011	12	December	Dec	28	Wednesday	Wed	5.59
805231	12/5/1988	Q4	H2	1988	12	December	Dec	5	Monday	Mon	28.66
578209	7/16/1988	Q3	H2	1988	7	July	Jul	16	Saturday	Sat	29.05
